address,link,source,city,available,square_meters,bedrooms,price,lat,lon,postalcode,scrape_date
Jagerhof 2,https://www.funda.nl/huur/weert/huis-43479896-jagerhof-2/,Funda,Weert,True,201.0,,2950.0,,,6006 RK,2024-02-28 20:47:03.497731
Oranjestraat 167,https://www.funda.nl/huur/haarlem/huis-43478917-oranjestraat-167/,Funda,Haarlem,True,95.0,,2500.0,,,2013 VE,2024-02-28 20:47:03.497731
Wouwerbroek 60,https://www.funda.nl/huur/rijen/huis-43478855-wouwerbroek-60/,Funda,Rijen,True,112.0,,1350.0,,,5122 GX,2024-02-28 20:47:03.497731
Molenstraat 27 - B,https://www.funda.nl/huur/den-bosch/appartement-43478860-molenstraat-27-b/,Funda,Den Bosch,True,90.0,,1650.0,,,5211 DR,2024-02-28 20:47:03.497731
Van Zuylen van Nijeveltstraat 130,https://www.funda.nl/huur/wassenaar/huis-43477222-van-zuylen-van-nijeveltstraat-130/,Funda,Wassenaar,True,157.0,,3450.0,,,2242 AV,2024-02-28 20:47:03.497731
Willemstraat 86 *,https://www.funda.nl/huur/den-haag/huis-43477276-willemstraat-86/,Funda,Den Haag,True,194.0,,3995.0,,,2514 HN,2024-02-28 20:47:03.818042
De Vang 59,https://www.funda.nl/huur/hoorn-nh/huis-43477858-de-vang-59/,Funda,Hoorn (NH),True,135.0,,1650.0,,,1622 GC,2024-02-28 20:47:03.819041
Kouvenderstraat 156 B,https://www.funda.nl/huur/hoensbroek/huis-43477883-kouvenderstraat-156-b/,Funda,Hoensbroek,True,97.0,,1100.0,,,6431 HH,2024-02-28 20:47:03.819041
Het Hoosvat 81,https://www.funda.nl/huur/elim/huis-43476328-het-hoosvat-81/,Funda,Elim,True,170.0,,1350.0,,,7916 RT,2024-02-28 20:47:03.819041
Bastion 53,https://www.funda.nl/huur/lelystad/huis-43475332-bastion-53/,Funda,Lelystad,True,134.0,,1995.0,,,8223 GK,2024-02-28 20:47:03.819041
Ommerbos 14,https://www.funda.nl/huur/hoofddorp/huis-43475297-ommerbos-14/,Funda,Hoofddorp,True,101.0,,1750.0,,,2134 KD,2024-02-28 20:47:03.819041
Spuifront 5 e,https://www.funda.nl/koop/oud-beijerland/appartement-43475437-spuifront-5-e/,Funda,Oud-Beijerland,True,87.0,,1850.0,,,3262 AR,2024-02-28 20:47:03.820041
Willibrorduslaan 6,https://www.funda.nl/huur/eersel/huis-43464793-willibrorduslaan-6/,Funda,Eersel,True,115.0,,1950.0,,,5521 KC,2024-02-28 20:47:03.820041
Mies van der Rohestraat 71 +PP,https://www.funda.nl/huur/hoofddorp/appartement-43462707-mies-van-der-rohestraat-71-pp/,Funda,Hoofddorp,True,67.0,,2500.0,,,2132 HX,2024-02-28 20:47:03.820041
Blois van Treslongstraat 81,https://www.funda.nl/huur/den-haag/appartement-43462462-blois-van-treslongstraat-81/,Funda,Den Haag,True,150.0,,3950.0,,,2581 VX,2024-02-28 20:47:03.820041
Rembrandtweg 456,https://www.funda.nl/huur/amstelveen/huis-43460394-rembrandtweg-456/,Funda,Amstelveen,True,119.0,,3200.0,,,1181 HE,2024-02-28 20:47:03.821041
Bestseweg 16,https://www.funda.nl/huur/oirschot/huis-43460460-bestseweg-16/,Funda,Oirschot,True,175.0,,2250.0,,,5688 NP,2024-02-28 20:47:03.821041
Hoofdstraat 218,https://www.funda.nl/koop/hoogezand/huis-43469464-hoofdstraat-218/,Funda,Hoogezand,True,130.0,,1095.0,,,9601 EN,2024-02-28 20:47:03.821041
Bloemenhof 31,https://www.funda.nl/huur/echt/huis-43468684-bloemenhof-31/,Funda,Echt,True,132.0,,1350.0,,,6101 LG,2024-02-28 20:47:03.821041
De Hut 8,https://www.funda.nl/huur/ingber/huis-43466331-de-hut-8/,Funda,Ingber,True,161.0,,1395.0,,,6273 NA,2024-02-28 20:47:03.821041
Cor van Osnabruggelaan 78,https://www.funda.nl/huur/voorschoten/huis-43466374-cor-van-osnabruggelaan-78/,Funda,Voorschoten,True,201.0,,3750.0,,,2251 RG,2024-02-28 20:47:04.626123
Ten Boomstraat 8,https://www.funda.nl/huur/hilversum/huis-43466539-ten-boomstraat-8/,Funda,Hilversum,True,132.0,,2750.0,,,1222 CV,2024-02-28 20:47:04.626123
Schoolstraat 26,https://www.funda.nl/huur/halfweg/huis-43454854-schoolstraat-26/,Funda,Halfweg,True,185.0,,2500.0,,,1165 HC,2024-02-28 20:47:04.626123
Schandelerstraat 68,https://www.funda.nl/huur/heerlen/huis-43453850-schandelerstraat-68/,Funda,Heerlen,True,268.0,,2500.0,,,6412 XP,2024-02-28 20:47:04.626123
Van Calcarlaan 29,https://www.funda.nl/huur/wassenaar/huis-43450750-van-calcarlaan-29/,Funda,Wassenaar,True,244.0,,5500.0,,,2244 GM,2024-02-28 20:47:04.627124
Jasmijnstraat 7,https://www.funda.nl/huur/venlo/huis-43459024-jasmijnstraat-7/,Funda,Venlo,True,90.0,,1450.0,,,5925 BV,2024-02-28 20:47:04.627124
Haeverhorst 3,https://www.funda.nl/huur/epse/huis-43458994-haeverhorst-3/,Funda,Epse,True,90.0,,1875.0,,,7214 CJ,2024-02-28 20:47:04.627124
Wassenaerstraat 10,https://www.funda.nl/koop/wassenaar/huis-43457426-wassenaerstraat-10/,Funda,Wassenaar,True,150.0,,3250.0,,,2242 GZ,2024-02-28 20:47:04.627124
Mijzijde 84,https://www.funda.nl/huur/kamerik/huis-43455633-mijzijde-84/,Funda,Kamerik,True,194.0,,2250.0,,,3471 GR,2024-02-28 20:47:04.627124
Jacob Barneveldstraat 29 a,https://www.funda.nl/huur/linschoten/huis-42343517-jacob-barneveldstraat-29-a/,Funda,Linschoten,True,148.0,,1950.0,,,3461 GA,2024-02-28 20:47:04.628123
Poststraat 38,https://www.funda.nl/huur/winschoten/appartement-42342479-poststraat-38/,Funda,Winschoten,True,49.0,,715.0,,,9671 EM,2024-02-28 20:47:04.628123
Rijndijk 62,https://www.funda.nl/huur/hazerswoude-rijndijk/huis-42348228-rijndijk-62/,Funda,Hazerswoude-Rijndijk,True,134.0,,2250.0,,,2394 AJ,2024-02-28 20:47:04.628123
Rijndijk 64,https://www.funda.nl/huur/hazerswoude-rijndijk/huis-42348223-rijndijk-64/,Funda,Hazerswoude-Rijndijk,True,140.0,,2350.0,,,2394 AJ,2024-02-28 20:47:04.628123
Lorentzweg 46 J3,https://www.funda.nl/huur/hilversum/huis-42345165-lorentzweg-46-j3/,Funda,Hilversum,True,180.0,,3000.0,,,1221 EH,2024-02-28 20:47:04.629124
Poststraat 48,https://www.funda.nl/huur/winschoten/appartement-42332380-poststraat-48/,Funda,Winschoten,True,57.0,,810.0,,,9671 EM,2024-02-28 20:47:04.629124
Gevers Deynootplein 143,https://www.funda.nl/huur/den-haag/appartement-42331952-gevers-deynootplein-143/,Funda,Den Haag,True,58.0,,1695.0,,,2586 CR,2024-02-28 20:47:05.128305
Dokter van Doornplein 25,https://www.funda.nl/huur/abcoude/huis-42330340-dokter-van-doornplein-25/,Funda,Abcoude,True,200.0,,3750.0,,,1391 LR,2024-02-28 20:47:05.128305
Donaustraat 50,https://www.funda.nl/huur/assen/huis-42323984-donaustraat-50/,Funda,Assen,True,120.0,,1150.0,,,9406 SN,2024-02-28 20:47:05.128305
Einsteinstraat 13,https://www.funda.nl/huur/reeuwijk/huis-42325194-einsteinstraat-13/,Funda,Reeuwijk,True,205.0,,2500.0,,,2811 EP,2024-02-28 20:47:05.129305
Schepenlaan,https://www.funda.nl/huur/terneuzen/huis-42315996-schepenlaan-0-ong/,Funda,Terneuzen,True,126.0,,1275.0,,,4533 JR,2024-02-28 20:47:05.129305
Wittenburgerweg 126,https://www.funda.nl/huur/wassenaar/huis-42315821-wittenburgerweg-126/,Funda,Wassenaar,True,185.0,,4750.0,,,2244 CG,2024-02-28 20:47:05.129305
Schepenlaan 100,https://www.funda.nl/huur/terneuzen/huis-42301577-schepenlaan-100/,Funda,Terneuzen,True,126.0,,1375.0,,,4533 JR,2024-02-28 20:47:05.129305
Schepenlaan 102,https://www.funda.nl/huur/terneuzen/huis-42301561-schepenlaan-102/,Funda,Terneuzen,True,126.0,,1375.0,,,4533 JR,2024-02-28 20:47:05.130306
Schepenlaan 94,https://www.funda.nl/huur/terneuzen/huis-42301567-schepenlaan-94/,Funda,Terneuzen,True,126.0,,1375.0,,,4533 JR,2024-02-28 20:47:05.130306
Schepenlaan 90,https://www.funda.nl/huur/terneuzen/huis-42301566-schepenlaan-90/,Funda,Terneuzen,True,126.0,,1375.0,,,4533 JR,2024-02-28 20:47:05.130306
Westerdorpsstraat 24,https://www.funda.nl/huur/hoevelaken/huis-42308153-westerdorpsstraat-24/,Funda,Hoevelaken,True,264.0,,2350.0,,,3871 AX,2024-02-28 20:47:05.131306
Zegtruststraat 19,https://www.funda.nl/huur/voorburg/huis-42394530-zegtruststraat-19/,Funda,Voorburg,True,156.0,,3950.0,,,2275 XP,2024-02-28 20:47:05.131306
Frederik Hendrikstraat 48,https://www.funda.nl/huur/veldhoven/huis-42396970-frederik-hendrikstraat-48/,Funda,Veldhoven,True,114.0,,1950.0,,,5502 TH,2024-02-28 20:47:05.131306
Laurenspark 40,https://www.funda.nl/koop/breda/appartement-42384630-laurenspark-40/,Funda,Breda,True,164.0,,2295.0,,,4835 GX,2024-02-28 20:47:05.131306
Akkermunt 152,https://www.funda.nl/huur/bodegraven/huis-42388822-akkermunt-152/,Funda,Bodegraven,True,100.0,,1850.0,,,2412 AB,2024-02-28 20:47:05.497140
Ransuil 12,https://www.funda.nl/huur/ouderkerk-aan-de-amstel/huis-42372898-ransuil-12/,Funda,Ouderkerk aan de Amstel,True,210.0,,4000.0,,,1191 SR,2024-02-28 20:47:05.497140
Achterhaven 90,https://www.funda.nl/huur/edam/huis-42237273-achterhaven-90/,Funda,Edam,True,125.0,,2200.0,,,1135 XX,2024-02-28 20:47:05.498140
B.J. Blommersstraat 2,https://www.funda.nl/huur/katwijk-zh/huis-42223086-bj-blommersstraat-2/,Funda,Katwijk (ZH),True,274.0,,2200.0,,,2225 HL,2024-02-28 20:47:05.498140
Ooghout 20,https://www.funda.nl/huur/laren-nh/huis-42202029-ooghout-20/,Funda,Laren (NH),True,138.0,,3800.0,,,1251 ZC,2024-02-28 20:47:05.498140
Rijksweg-West 12 C huur,https://www.funda.nl/huur/laren-nh/appartement-42293619-rijksweg-west-12-c-huur/,Funda,Laren (NH),True,312.0,,7200.0,,,1251 CK,2024-02-28 20:47:05.498140
Geestbrugweg 71,https://www.funda.nl/koop/rijswijk-zh/huis-42282976-geestbrugweg-71/,Funda,Rijswijk (ZH),True,206.0,,5000.0,,,2281 CG,2024-02-28 20:47:05.499139
Ooievaarsdijk 5,https://www.funda.nl/huur/zwartewaal/huis-42121486-ooievaarsdijk-5/,Funda,Zwartewaal,True,142.0,,2650.0,,,3238 LP,2024-02-28 20:47:05.499139
Lamsrustlaan 189 A,https://www.funda.nl/huur/rotterdam/huis-42077127-lamsrustlaan-189-a/,Funda,Rotterdam,True,309.0,,6500.0,,,3054 VG,2024-02-28 20:47:05.499139
Kerkstraat 66,https://www.funda.nl/huur/bodegraven/appartement-42061885-kerkstraat-66/,Funda,Bodegraven,True,156.0,,2400.0,,,2411 AG,2024-02-28 20:47:05.499139
Münsterstraat 11,https://www.funda.nl/huur/hengelo-ov/huis-43486744-munsterstraat-11/,Funda,Hengelo (OV),True,96.0,,1125.0,,,7559 WN,2024-02-28 20:47:05.500144
Gijsbrecht van Amstellaan 21,https://www.funda.nl/huur/amstelveen/huis-43479306-gijsbrecht-van-amstellaan-21/,Funda,Amstelveen,True,159.0,,3900.0,,,1181 EJ,2024-02-28 20:47:05.500144
Habanera 89,https://www.funda.nl/koop/nieuw-vennep/appartement-43464176-habanera-89/,Funda,Nieuw-Vennep,True,160.0,,3500.0,,,2152 SK,2024-02-28 20:47:05.500144
Majella 1,https://www.funda.nl/huur/amstelveen/huis-43491705-majella-1/,Funda,Amstelveen,True,135.0,,2850.0,,,1186 CE,2024-02-28 20:47:05.500144
Reigerweg 22,https://www.funda.nl/huur/haren-gr/huis-43491471-reigerweg-22/,Funda,Haren (GR),True,114.0,,1500.0,,,9752 VG,2024-02-28 20:47:05.501144
Amer 68,https://www.funda.nl/huur/someren/huis-43499118-amer-68/,Funda,Someren,True,165.0,,2000.0,,,5711 KL,2024-02-28 20:47:05.913199
Prof. Lorentzlaan 90,https://www.funda.nl/huur/amstelveen/huis-43499811-prof-lorentzlaan-90/,Funda,Amstelveen,True,145.0,,3500.0,,,1181 WL,2024-02-28 20:47:05.913199
Wassenaarseweg 160,https://www.funda.nl/huur/den-haag/huis-43498751-wassenaarseweg-160/,Funda,Den Haag,True,249.0,,4500.0,,,2596 EB,2024-02-28 20:47:05.914702
Hooftstraat 6,https://www.funda.nl/huur/dordrecht/huis-43497586-hooftstraat-6/,Funda,Dordrecht,True,90.0,,1450.0,,,3314 BD,2024-02-28 20:47:05.914702
Blauwververstraat 14,https://www.funda.nl/huur/roggel/huis-43496309-blauwververstraat-14/,Funda,Roggel,True,149.0,,1300.0,,,6088 CC,2024-02-28 20:47:05.914702
Veenweg 194 B,https://www.funda.nl/huur/den-haag/huis-43496297-veenweg-194-b/,Funda,Den Haag,True,330.0,,6500.0,,,2492 ZA,2024-02-28 20:47:05.914702
Vossenkamp 130,https://www.funda.nl/huur/winschoten/huis-43496699-vossenkamp-130/,Funda,Winschoten,True,117.0,,1095.0,,,9675 KM,2024-02-28 20:47:05.914702
dr. B. Vaandragerstraat 19,https://www.funda.nl/huur/domburg/huis-43484325-dr-b-vaandragerstraat-19/,Funda,Domburg,True,125.0,,1400.0,,,4357 CJ,2024-02-28 20:47:05.915708
Tollenaersingel 35 a,https://www.funda.nl/huur/leiderdorp/huis-43484622-tollenaersingel-35-a/,Funda,Leiderdorp,True,138.0,,2500.0,,,2352 JN,2024-02-28 20:47:05.915708
Wattstraat 8,https://www.funda.nl/huur/badhoevedorp/huis-43484515-wattstraat-8/,Funda,Badhoevedorp,True,139.0,,2750.0,,,1171 BR,2024-02-28 20:47:05.915708
Laurentiusweer 10 1,https://www.funda.nl/huur/leidschendam/huis-43482904-laurentiusweer-10-1/,Funda,Leidschendam,True,220.0,,3900.0,,,2265 DD,2024-02-28 20:47:05.915708
De Beemd 5,https://www.funda.nl/huur/hoogeloon/huis-43481950-de-beemd-5/,Funda,Hoogeloon,True,120.0,,1350.0,,,5528 BE,2024-02-28 20:47:05.916708
Valkenburgstraat 13,https://www.funda.nl/huur/weert/huis-43489715-valkenburgstraat-13/,Funda,Weert,True,82.0,,1000.0,,,6004 VA,2024-02-28 20:47:05.916708
Binnenstraat 21,https://www.funda.nl/huur/herpen/huis-43489610-binnenstraat-21/,Funda,Herpen,True,83.0,,1100.0,,,5373 AX,2024-02-28 20:47:05.916708
Gortsteeg 2,https://www.funda.nl/huur/hoorn-nh/huis-43488340-gortsteeg-2/,Funda,Hoorn (NH),True,62.0,,1600.0,,,1621 JT,2024-02-28 20:47:05.916708
Toupsbergstraat 68,https://www.funda.nl/huur/kerkrade/huis-43488120-toupsbergstraat-68/,Funda,Kerkrade,True,110.0,,1100.0,,,6463 EC,2024-02-28 20:47:06.722570
Da Costakade 312,https://www.funda.nl/huur/amsterdam/huis-43488877-da-costakade-312/,Funda,Amsterdam,True,62.0,,2500.0,,,1053 WP,2024-02-28 20:47:06.722570
Amstelveenseweg 697 +PP,https://www.funda.nl/huur/amsterdam/huis-43488716-amstelveenseweg-697-pp/,Funda,Amsterdam,True,134.0,,3050.0,,,1081 JE,2024-02-28 20:47:06.722570
Van Slingelandtlaan 11,https://www.funda.nl/huur/rotterdam/huis-43487856-van-slingelandtlaan-11/,Funda,Rotterdam,True,141.0,,2800.0,,,3051 HT,2024-02-28 20:47:06.723570
Hendrik Werkmanstraat 45,https://www.funda.nl/huur/almere/huis-43486686-hendrik-werkmanstraat-45/,Funda,Almere,True,149.0,,2500.0,,,1328 DJ,2024-02-28 20:47:06.723570
Langestraat 100,https://www.funda.nl/huur/genemuiden/huis-43486580-langestraat-100/,Funda,Genemuiden,True,213.0,,1500.0,,,8281 AN,2024-02-28 20:47:06.723570
Hongarenburg 119,https://www.funda.nl/huur/den-haag/huis-43485010-hongarenburg-119/,Funda,Den Haag,True,195.0,,3950.0,,,2591 VK,2024-02-28 20:47:06.723570
Dorpsstraat 27,https://www.funda.nl/huur/est/huis-43473154-dorpsstraat-27/,Funda,Est,True,91.0,,1750.0,,,4185 NB,2024-02-28 20:47:06.724570
Zonneoordlaan 19,https://www.funda.nl/huur/ede/huis-43470156-zonneoordlaan-19/,Funda,Ede,True,140.0,,1750.0,,,6718 TK,2024-02-28 20:47:06.724570
Wijkhuijsweg 10,https://www.funda.nl/huur/oostkapelle/huis-43479479-wijkhuijsweg-10/,Funda,Oostkapelle,True,190.0,,1975.0,,,4356 RC,2024-02-28 20:47:06.724570
Cimburgalaan 85,https://www.funda.nl/huur/breda/huis-43477238-cimburgalaan-85/,Funda,Breda,True,160.0,,2500.0,,,4819 BB,2024-02-28 20:47:06.724570
Saerdam 83,https://www.funda.nl/huur/lelystad/huis-43476207-saerdam-83/,Funda,Lelystad,True,140.0,,1975.0,,,8242 JC,2024-02-28 20:47:06.724570
Hoevesteinse Lint 51,https://www.funda.nl/huur/hoef-en-haag/huis-43475264-hoevesteinse-lint-51/,Funda,Hoef en Haag,True,167.0,,2450.0,,,4125 RG,2024-02-28 20:47:06.725570
Cornelis Krusemanstraat 4 *,https://www.funda.nl/huur/amsterdam/huis-43464915-cornelis-krusemanstraat-4/,Funda,Amsterdam,True,238.0,,8000.0,,,1075 NL,2024-02-28 20:47:06.725570
Delftweg 108,https://www.funda.nl/huur/rijswijk-zh/huis-43464687-delftweg-108/,Funda,Rijswijk (ZH),True,105.0,,2395.0,,,2289 BC,2024-02-28 20:47:06.725570
Pampuszigt 32,https://www.funda.nl/huur/diemen/huis-43461752-pampuszigt-32/,Funda,Diemen,True,202.0,,3950.0,,,1111 TH,2024-02-28 20:47:07.042029
De Hoekakker 21,https://www.funda.nl/huur/riethoven/huis-43469388-de-hoekakker-21/,Funda,Riethoven,True,217.0,,2950.0,,,5561 CG,2024-02-28 20:47:07.042029
Hoflaan 5,https://www.funda.nl/huur/wassenaar/huis-43469491-hoflaan-5/,Funda,Wassenaar,True,133.0,,3250.0,,,2242 EL,2024-02-28 20:47:07.043031
Poortdijk 25,https://www.funda.nl/huur/ijsselstein/huis-43467104-poortdijk-25/,Funda,IJsselstein,True,120.0,,2150.0,,,3402 BM,2024-02-28 20:47:07.043031
Papeweg 11,https://www.funda.nl/huur/wassenaar/huis-43467929-papeweg-11/,Funda,Wassenaar,True,78.0,,2750.0,,,2245 AE,2024-02-28 20:47:07.043031
Clementinalaan 8,https://www.funda.nl/huur/veldhoven/huis-43453205-clementinalaan-8/,Funda,Veldhoven,True,118.0,,2050.0,,,5507 NG,2024-02-28 20:47:07.043031
Odulphusstraat 67,https://www.funda.nl/huur/delft/huis-43457382-odulphusstraat-67/,Funda,Delft,True,104.0,,2200.0,,,2612 PR,2024-02-28 20:47:07.044031
Stellingmolen 78 *,https://www.funda.nl/huur/herten/huis-42344270-stellingmolen-78/,Funda,Herten,True,154.0,,1600.0,,,6049 GP,2024-02-28 20:47:07.044031
Meloenstraat 77,https://www.funda.nl/huur/den-haag/huis-42345954-meloenstraat-77/,Funda,Den Haag,True,131.0,,2750.0,,,2564 TC,2024-02-28 20:47:07.044031
Fahrenheitpad 18,https://www.funda.nl/huur/rotterdam/huis-42345843-fahrenheitpad-18/,Funda,Rotterdam,True,165.0,,2900.0,,,3045 BV,2024-02-28 20:47:07.044031
Weibuorren 86,https://www.funda.nl/huur/ureterp/huis-42333196-weibuorren-86/,Funda,Ureterp,True,202.0,,1500.0,,,9247 BC,2024-02-28 20:47:07.044031
Thérèse Schwartzestraat 171,https://www.funda.nl/huur/den-haag/huis-42332325-therese-schwartzestraat-171/,Funda,Den Haag,True,168.0,,4500.0,,,2597 XK,2024-02-28 20:47:07.045031
Vrouw Avenweg 131,https://www.funda.nl/huur/den-haag/huis-42331541-vrouw-avenweg-131/,Funda,Den Haag,True,173.0,,3000.0,,,2493 WT,2024-02-28 20:47:07.045031
Kapelstraat 38,https://www.funda.nl/huur/megen/huis-42330831-kapelstraat-38/,Funda,Megen,True,80.0,,1100.0,,,5366 BZ,2024-02-28 20:47:07.045031
Molslaan 206,https://www.funda.nl/huur/delft/huis-42338015-molslaan-206/,Funda,Delft,True,329.0,,3950.0,,,2611 CZ,2024-02-28 20:47:07.045031
Gentsestraat 86,https://www.funda.nl/huur/den-haag/huis-42337858-gentsestraat-86/,Funda,Den Haag,True,285.0,,4995.0,,,2587 HX,2024-02-28 20:47:07.383083
Geestbrugweg 64,https://www.funda.nl/huur/rijswijk-zh/huis-42329045-geestbrugweg-64/,Funda,Rijswijk (ZH),True,247.0,,4250.0,,,2281 CP,2024-02-28 20:47:07.383083
Frans Halsplantsoen 4,https://www.funda.nl/huur/voorschoten/huis-42329667-frans-halsplantsoen-4/,Funda,Voorschoten,True,96.0,,2250.0,,,2251 XJ,2024-02-28 20:47:07.383083
Broekermeerdijk 8,https://www.funda.nl/huur/watergang/huis-42328776-broekermeerdijk-8/,Funda,Watergang,True,202.0,,3500.0,,,1454 AG,2024-02-28 20:47:07.384083
Noorderstraat 24,https://www.funda.nl/huur/egmond-aan-zee/huis-42312023-noorderstraat-24/,Funda,Egmond aan Zee,True,115.0,,1875.0,,,1931 EV,2024-02-28 20:47:07.384083
Hoflaan 11,https://www.funda.nl/huur/wassenaar/huis-42318049-hoflaan-11/,Funda,Wassenaar,True,155.0,,3900.0,,,2242 EL,2024-02-28 20:47:07.384083
Prinsevinkenpark 29 *,https://www.funda.nl/huur/den-haag/huis-42304018-prinsevinkenpark-29/,Funda,Den Haag,True,210.0,,4000.0,,,2585 HM,2024-02-28 20:47:07.384083
Riouwstraat 5,https://www.funda.nl/huur/den-haag/huis-42399245-riouwstraat-5/,Funda,Den Haag,True,386.0,,8000.0,,,2585 GP,2024-02-28 20:47:07.385082
Karperdaal 141,https://www.funda.nl/huur/den-haag/huis-42398631-karperdaal-141/,Funda,Den Haag,True,141.0,,2600.0,,,2553 PD,2024-02-28 20:47:07.385082
Strawinskylaan 18,https://www.funda.nl/huur/heemstede/huis-42397630-strawinskylaan-18/,Funda,Heemstede,True,163.0,,3250.0,,,2102 CP,2024-02-28 20:47:07.385082
Schouwweg 73,https://www.funda.nl/koop/wassenaar/huis-42384725-schouwweg-73/,Funda,Wassenaar,True,580.0,,14500.0,,,2243 BK,2024-02-28 20:47:07.385082
Leidsegracht 55,https://www.funda.nl/huur/amsterdam/huis-42375176-leidsegracht-55/,Funda,Amsterdam,True,190.0,,5100.0,,,1017 NB,2024-02-28 20:47:07.385082
Mgr. Bannenberglaan 1,https://www.funda.nl/huur/waalre/huis-42350708-mgr-bannenberglaan-1/,Funda,Waalre,True,121.0,,1650.0,,,5581 AJ,2024-02-28 20:47:07.386083
Vossersteeg 66 a,https://www.funda.nl/huur/dalfsen/huis-42244185-vossersteeg-66-a/,Funda,Dalfsen,True,147.0,,1895.0,,,7722 RL,2024-02-28 20:47:07.386083
Vischmarkt 14,https://www.funda.nl/huur/harderwijk/huis-42245031-vischmarkt-14/,Funda,Harderwijk,True,150.0,,2395.0,,,3841 BG,2024-02-28 20:47:07.386083
Waalsdorperlaan 43 .,https://www.funda.nl/huur/wassenaar/huis-42234778-waalsdorperlaan-43/,Funda,Wassenaar,True,502.0,,8500.0,,,2244 BN,2024-02-28 20:47:08.042600
Birkstraat 132 230,https://www.funda.nl/huur/soest/huis-42102012-birkstraat-132-230/,Funda,Soest,True,70.0,,2400.0,,,3768 HM,2024-02-28 20:47:08.042600
Graaf Ottoweg 16,https://www.funda.nl/huur/lochem/huis-42041650-graaf-ottoweg-16/,Funda,Lochem,True,320.0,,3500.0,,,7241 DG,2024-02-28 20:47:08.043600
Koninginneweg 51,https://www.funda.nl/huur/haarlem/huis-42037508-koninginneweg-51/,Funda,Haarlem,True,244.0,,3950.0,,,2012 GK,2024-02-28 20:47:08.043600
Markt 2 .,https://www.funda.nl/huur/valkenswaard/huis-42057428-markt-2/,Funda,Valkenswaard,True,220.0,,2350.0,,,5554 CC,2024-02-28 20:47:08.043600
Hoogstraat 54 D,https://www.funda.nl/huur/rotterdam/appartement-43492082-hoogstraat-54-d/,Funda,Rotterdam,True,65.0,,1650.0,,,3011 PS,2024-02-28 20:47:08.043600
Maystraat 107,https://www.funda.nl/huur/den-haag/appartement-43492958-maystraat-107/,Funda,Den Haag,True,87.0,,1900.0,,,2593 VT,2024-02-28 20:47:08.044600
Noordeinde 200 b,https://www.funda.nl/huur/den-haag/appartement-43491957-noordeinde-200-b/,Funda,Den Haag,True,131.0,,2950.0,,,2514 GS,2024-02-28 20:47:08.044600
Louis Elsevierstraat 15,https://www.funda.nl/huur/leiden/appartement-43491858-louis-elsevierstraat-15/,Funda,Leiden,True,70.0,,1100.0,,,2332 PL,2024-02-28 20:47:08.044600
Geldropseweg 190,https://www.funda.nl/huur/eindhoven/appartement-43491893-geldropseweg-190/,Funda,Eindhoven,True,59.0,,1450.0,,,5643 TP,2024-02-28 20:47:08.044600
Stuivenbergheem 51,https://www.funda.nl/huur/veenendaal/appartement-43491721-stuivenbergheem-51/,Funda,Veenendaal,True,80.0,,1225.0,,,3907 NH,2024-02-28 20:47:08.044600
's-Lands werf 64,https://www.funda.nl/huur/rotterdam/appartement-43491522-s-lands-werf-64/,Funda,Rotterdam,True,165.0,,2275.0,,,3063 GC,2024-02-28 20:47:08.045600
Oude Zijlvest 3,https://www.funda.nl/huur/haarlem/appartement-43491565-oude-zijlvest-3/,Funda,Haarlem,True,75.0,,2000.0,,,2019 VA,2024-02-28 20:47:08.045600
Waterpark 2,https://www.funda.nl/huur/heemstede/appartement-43490324-waterpark-2/,Funda,Heemstede,True,140.0,,3500.0,,,2102 LA,2024-02-28 20:47:08.045600
Kort-Ambachtlaan 226,https://www.funda.nl/huur/zwijndrecht/appartement-43490100-kort-ambachtlaan-226/,Funda,Zwijndrecht,True,85.0,,1112.0,,,3333 EP,2024-02-28 20:47:08.045600
Glipper Dreef 127,https://www.funda.nl/huur/heemstede/appartement-43496207-glipper-dreef-127/,Funda,Heemstede,True,115.0,,1795.0,,,2104 WC,2024-02-28 20:47:09.021507
Bridgemankade 142,https://www.funda.nl/huur/hoofddorp/appartement-43496839-bridgemankade-142/,Funda,Hoofddorp,True,77.0,,2400.0,,,2132 HR,2024-02-28 20:47:09.022506
Wilhelminastraat 1 C,https://www.funda.nl/huur/haarlem/appartement-43496861-wilhelminastraat-1-c/,Funda,Haarlem,True,82.0,,2250.0,,,2011 VH,2024-02-28 20:47:09.022506
Cola Debrotstraat 12,https://www.funda.nl/huur/amsterdam/appartement-43496533-cola-debrotstraat-12/,Funda,Amsterdam,True,148.0,,2875.0,,,1087 VJ,2024-02-28 20:47:09.022506
Rochussenstraat 119 L,https://www.funda.nl/huur/rotterdam/appartement-43495494-rochussenstraat-119-l/,Funda,Rotterdam,True,65.0,,1330.0,,,3015 EJ,2024-02-28 20:47:09.022506
Backershagen 67,https://www.funda.nl/huur/amsterdam/appartement-43495464-backershagen-67/,Funda,Amsterdam,True,129.0,,2950.0,,,1082 GS,2024-02-28 20:47:09.023506
Van Kinsbergenstraat 25 .,https://www.funda.nl/huur/den-haag/appartement-43484163-van-kinsbergenstraat-25/,Funda,Den Haag,True,145.0,,2650.0,,,2518 GV,2024-02-28 20:47:09.023506
Binnendoor 12,https://www.funda.nl/huur/hilversum/appartement-43484937-binnendoor-12/,Funda,Hilversum,True,76.0,,1650.0,,,1211 NW,2024-02-28 20:47:09.023506
